"x.data","y.data","y.norm"
1101.59823446494,6.00026169402399e-10,4.75574252234746e-10
2815.06739496932,6.10477252937768e-10,4.7893065861835e-10
4528.53655547372,6.21077457560954e-10,4.82309007578465e-10
6242.00571597813,6.31836747537665e-10,4.85709429357043e-10
7955.47487648251,6.42737769947598e-10,4.89132054874022e-10
9668.94403698691,6.53797125681345e-10,4.92577015730198e-10
11382.4131974913,6.65015445281427e-10,4.96044444210118e-10
13095.8823579957,6.76379614256494e-10,4.99534473284963e-10
14809.3515185001,6.87911621277344e-10,5.03047236615465e-10
16522.8206790045,6.9960221653544e-10,5.06582868554801e-10
18236.2898395089,7.11442792509829e-10,5.10141504151522e-10
19949.7590000133,7.2346099860614e-10,5.13723279152471e-10
21663.2281605177,7.35637155338205e-10,5.17328330005724e-10
23376.6973210221,7.47967432584332e-10,5.20956793863522e-10
25090.1664815265,7.60485413202439e-10,5.2460880858523e-10
26803.6356420309,7.73160437568512e-10,5.28284512740282e-10
28517.1048025353,7.85999027096609e-10,5.31984045611161e-10
30230.5739630396,7.99025062022776e-10,5.35707547196353e-10
31944.043123544,8.12212260344143e-10,5.39455158213348e-10
33657.5122840485,8.25572758006747e-10,5.43227020101609e-10
35370.9814445528,8.39120121348385e-10,5.47023275025581e-10
37084.4506050572,8.52832779212061e-10,5.5084406587769e-10
38797.9197655616,8.66728732014407e-10,5.54689536281354e-10
40511.388926066,8.80810682550859e-10,5.58559830594004e-10
42224.8580865704,8.95062043237591e-10,5.62455093910111e-10
43938.3272470748,9.09506946890483e-10,5.66375472064217e-10
45651.7964075792,9.24136685836796e-10,5.70321111633987e-10
47365.2655680836,9.38939928113793e-10,5.74292159943245e-10
49078.734728588,9.53947203713599e-10,5.78288765065047e-10
50792.2038890924,9.69137852100066e-10,5.82311075824737e-10
52505.6730495968,9.84506067422608e-10,5.86359241803021e-10
54219.1422101012,1.00008903752835e-09,5.90433413339056e-10
55932.6113706056,1.01585361302222e-09,5.94533741533525e-10
57646.08053111,1.03180464287638e-09,5.9866037825175e-10
59359.5496916144,1.04797164635302e-09,6.02813476126775e-10
61073.0188521188,1.06432303957355e-09,6.06993188562505e-10
62786.4880126232,1.08087120492607e-09,6.11199669736795e-10
64499.9571731276,1.09763381869743e-09,6.15433074604601e-10
66213.426333632,1.11458476907937e-09,6.19693558901101e-10
67926.8954941363,1.13174301473929e-09,6.23981279144841e-10
69640.3646546408,1.14911385976296e-09,6.28296392640885e-10
71353.8338151451,1.16667693102711e-09,6.3263905748397e-10
73067.3029756495,1.18445801211044e-09,6.37009432561668e-10
74780.7721361539,1.20244951650772e-09,6.41407677557568e-10
76494.2412966583,1.2206370718009e-09,6.45833952954441e-10
78207.7104571627,1.23905352776617e-09,6.50288420037441e-10
79921.1796176671,1.25767790177163e-09,6.54771240897286e-10
81634.6487781715,1.27650207854149e-09,6.5928257843347e-10
83348.1179386759,1.29556620697176e-09,6.63822596357467e-10
85061.5870991803,1.31483541766555e-09,6.68391459195946e-10
86775.0562596847,1.33431218117563e-09,6.72989332294001e-10
88488.5254201891,1.3540319325454e-09,6.77616381818373e-10
90201.9945806935,1.37395767843869e-09,6.822727747607e-10
91915.4637411979,1.39410157233021e-09,6.86958678940749e-10
93628.9329017023,1.41448574749995e-09,6.9167426300968e-10
